TSTimePointResult
Time,Load BUS4 #1 MW,Load BUS4 #1 Mvar,Load BUS4 #1 Total Load MVA,Load BUS8 #1 V pu,Load BUS8 #1 MW,Load BUS8 #1 Mvar,Load BUS8 #1 Total Load MVA,Load BUS8 #1 V (kV),Load BUS8 #2 MW,Load BUS8 #2 Mvar,Load BUS8 #2 Total Load MVA
42.708333,2974.4766,0.0000,2974.4766,0.9793,2617.0897,1620.0001,3077.9146,13.5140,300.0000,180.0000,349.8571
42.750000,2974.4789,0.0000,2974.4789,0.9793,2617.0912,1620.0001,3077.9159,13.5141,300.0000,180.0000,349.8571
42.791667,2974.4635,0.0000,2974.4635,0.9793,2617.0725,1620.0001,3077.9000,13.5140,300.0000,180.0000,349.8571
42.833333,2974.4612,0.0000,2974.4612,0.9793,2617.0671,1620.0001,3077.8955,13.5140,300.0000,180.0000,349.8571
42.875000,2974.4434,0.0000,2974.4434,0.9793,2617.0427,1620.0001,3077.8747,13.5139,300.0000,180.0000,349.8571
42.916667,2974.4232,0.0000,2974.4232,0.9793,2617.0147,1620.0001,3077.8509,13.5138,300.0000,180.0000,349.8571
42.958333,2974.4020,0.0000,2974.4020,0.9793,2616.9859,1620.0001,3077.8264,13.5137,300.0000,180.0000,349.8571
43.000000,2974.3795,0.0000,2974.3795,0.9792,2616.9567,1620.0001,3077.8016,13.5136,300.0000,180.0000,349.8571
43.041667,2974.3746,0.0000,2974.3746,0.9792,2616.9483,1620.0001,3077.7945,13.5136,300.0000,180.0000,349.8571
43.083333,2974.3639,0.0000,2974.3639,0.9792,2616.9352,1620.0001,3077.7833,13.5135,300.0000,180.0000,349.8571
43.125000,2974.3656,0.0000,2974.3656,0.9792,2616.9355,1620.0001,3077.7836,13.5135,300.0000,180.0000,349.8571
43.166667,2974.3559,0.0000,2974.3559,0.9792,2616.9218,1620.0001,3077.7719,13.5135,300.0000,180.0000,349.8571
43.208333,2974.3397,0.0000,2974.3397,0.9792,2616.9003,1620.0001,3077.7536,13.5134,300.0000,180.0000,349.8571
43.250000,2974.3261,0.0000,2974.3261,0.9792,2616.8814,1620.0001,3077.7375,13.5133,300.0000,180.0000,349.8571
43.291667,2974.3053,0.0000,2974.3053,0.9792,2616.8541,1620.0001,3077.7143,13.5132,300.0000,180.0000,349.8571
43.333333,2974.2970,0.0000,2974.2970,0.9792,2616.8409,1620.0001,3077.7032,13.5132,300.0000,180.0000,349.8571
43.375000,2974.2844,0.0000,2974.2844,0.9792,2616.8236,1620.0001,3077.6884,13.5131,300.0000,180.0000,349.8571
43.416667,2974.2704,0.0000,2974.2704,0.9792,2616.8047,1620.0001,3077.6723,13.5131,300.0000,180.0000,349.8571
43.458333,2974.2641,0.0000,2974.2641,0.9792,2616.7959,1620.0001,3077.6649,13.5130,300.0000,180.0000,349.8571
43.500000,2974.2500,0.0000,2974.2500,0.9792,2616.7782,1620.0001,3077.6498,13.5130,300.0000,180.0000,349.8571
43.541667,2974.2416,0.0000,2974.2416,0.9792,2616.7660,1620.0001,3077.6394,13.5129,300.0000,180.0000,349.8571
43.583333,2974.2332,0.0000,2974.2332,0.9792,2616.7532,1620.0001,3077.6286,13.5129,300.0000,180.0000,349.8571
43.625000,2974.2184,0.0000,2974.2184,0.9792,2616.7324,1620.0001,3077.6109,13.5128,300.0000,180.0000,349.8571
43.666667,2974.2033,0.0000,2974.2033,0.9792,2616.7120,1620.0001,3077.5935,13.5127,300.0000,180.0000,349.8571
43.708333,2974.1823,0.0000,2974.1823,0.9792,2616.6853,1620.0001,3077.5708,13.5126,300.0000,180.0000,349.8571
43.750000,2974.1779,0.0000,2974.1779,0.9792,2616.6779,1620.0001,3077.5645,13.5126,300.0000,180.0000,349.8571
43.791667,2974.1726,0.0000,2974.1726,0.9792,2616.6695,1620.0001,3077.5574,13.5126,300.0000,180.0000,349.8571
43.833333,2974.1634,0.0000,2974.1634,0.9792,2616.6569,1620.0001,3077.5467,13.5125,300.0000,180.0000,349.8571
43.875000,2974.1522,0.0000,2974.1522,0.9792,2616.6414,1620.0001,3077.5335,13.5125,300.0000,180.0000,349.8571
43.916667,2974.1316,0.0000,2974.1316,0.9792,2616.6153,1620.0001,3077.5113,13.5124,300.0000,180.0000,349.8571
43.958333,2974.1251,0.0000,2974.1251,0.9792,2616.6046,1620.0001,3077.5022,13.5124,300.0000,180.0000,349.8571
44.000000,2974.1171,0.0000,2974.1171,0.9792,2616.5930,1620.0001,3077.4923,13.5123,300.0000,180.0000,349.8571
44.041667,2974.1079,0.0000,2974.1079,0.9792,2616.5804,1620.0001,3077.4816,13.5123,300.0000,180.0000,349.8571
44.083333,2974.0931,0.0000,2974.0931,0.9791,2616.5604,1620.0001,3077.4646,13.5122,300.0000,180.0000,349.8571
44.125000,2974.0831,0.0000,2974.0831,0.9791,2616.5466,1620.0001,3077.4529,13.5122,300.0000,180.0000,349.8571
44.166667,2974.0650,0.0000,2974.0650,0.9791,2616.5232,1620.0001,3077.4330,13.5121,300.0000,180.0000,349.8571
44.208333,2974.0551,0.0000,2974.0551,0.9791,2616.5091,1620.0001,3077.4210,13.5120,300.0000,180.0000,349.8571
44.250000,2974.0484,0.0000,2974.0484,0.9791,2616.4986,1620.0001,3077.4121,13.5120,300.0000,180.0000,349.8571
44.266667,2984.1797,0.0000,2984.1797,0.9764,2605.7388,1620.0001,3068.2691,13.4745,300.0000,180.0000,349.8571
44.291667,2982.1690,0.0000,2982.1690,0.9757,2603.0024,1620.0001,3065.9455,13.4649,300.0000,180.0000,349.8571
44.333333,2980.1159,0.0000,2980.1159,0.9750,2600.2085,1620.0001,3063.5738,13.4552,300.0000,180.0000,349.8571
44.375000,2979.2576,0.0000,2979.2576,0.9747,2599.0406,1620.0001,3062.5826,13.4511,300.0000,180.0000,349.8571
44.416667,2979.3797,0.0000,2979.3797,0.9748,2599.2062,1620.0001,3062.7231,13.4517,300.0000,180.0000,349.8571
44.458333,2980.1117,0.0000,2980.1117,0.9750,2600.2028,1620.0001,3063.5689,13.4552,300.0000,180.0000,349.8571
44.500000,2981.1268,0.0000,2981.1268,0.9754,2601.5873,1620.0001,3064.7441,13.4600,300.0000,180.0000,349.8571
44.541667,2982.3105,0.0000,2982.3105,0.9758,2603.1961,1620.0001,3066.1100,13.4656,300.0000,180.0000,349.8571
44.583333,2983.5398,0.0000,2983.5398,0.9762,2604.8662,1620.0001,3067.5280,13.4714,300.0000,180.0000,349.8571
44.625000,2984.7195,0.0000,2984.7195,0.9766,2606.4739,1620.0001,3068.8934,13.4771,300.0000,180.0000,349.8571
44.666667,2985.6760,0.0000,2985.6760,0.9769,2607.7757,1620.0001,3069.9991,13.4816,300.0000,180.0000,349.8571
44.708333,2986.1879,0.0000,2986.1879,0.9771,2608.4728,1620.0001,3070.5913,13.4840,300.0000,180.0000,349.8571
44.750000,2986.3461,0.0000,2986.3461,0.9772,2608.6878,1620.0001,3070.7739,13.4848,300.0000,180.0000,349.8571
44.791667,2986.3617,0.0000,2986.3617,0.9772,2608.7091,1620.0001,3070.7920,13.4849,300.0000,180.0000,349.8571
44.833333,2986.4704,0.0000,2986.4704,0.9772,2608.8570,1620.0001,3070.9176,13.4854,300.0000,180.0000,349.8571
44.875000,2986.7725,0.0000,2986.7725,0.9773,2609.2684,1620.0001,3071.2671,13.4868,300.0000,180.0000,349.8571
44.916667,2987.1754,0.0000,2987.1754,0.9774,2609.8166,1620.0001,3071.7328,13.4887,300.0000,180.0000,349.8571
44.958333,2987.4943,0.0000,2987.4943,0.9776,2610.2509,1620.0001,3072.1018,13.4902,300.0000,180.0000,349.8571
45.000000,2987.5719,0.0000,2987.5719,0.9776,2610.3563,1620.0001,3072.1915,13.4906,300.0000,180.0000,349.8571
45.041667,2987.3371,0.0000,2987.3371,0.9775,2610.0368,1620.0001,3071.9200,13.4895,300.0000,180.0000,349.8571
45.083333,2986.8942,0.0000,2986.8942,0.9773,2609.4339,1620.0001,3071.4078,13.4874,300.0000,180.0000,349.8571
45.125000,2986.3983,0.0000,2986.3983,0.9772,2608.7593,1620.0001,3070.8346,13.4850,300.0000,180.0000,349.8571
45.166667,2986.0022,0.0000,2986.0022,0.9770,2608.2216,1620.0001,3070.3779,13.4832,300.0000,180.0000,349.8571
45.208333,2985.8051,0.0000,2985.8051,0.9770,2607.9519,1620.0001,3070.1488,13.4822,300.0000,180.0000,349.8571
45.250000,2985.7414,0.0000,2985.7414,0.9770,2607.8657,1620.0001,3070.0755,13.4819,300.0000,180.0000,349.8571
45.291667,2985.7227,0.0000,2985.7227,0.9769,2607.8394,1620.0001,3070.0532,13.4818,300.0000,180.0000,349.8571
45.333333,2985.6350,0.0000,2985.6350,0.9769,2607.7202,1620.0001,3069.9519,13.4814,300.0000,180.0000,349.8571
45.375000,2985.4296,0.0000,2985.4296,0.9768,2607.4409,1620.0001,3069.7147,13.4804,300.0000,180.0000,349.8571
45.416667,2985.1284,0.0000,2985.1284,0.9767,2607.0335,1620.0001,3069.3687,13.4790,300.0000,180.0000,349.8571
45.458333,2984.8444,0.0000,2984.8444,0.9766,2606.6435,1620.0001,3069.0374,13.4777,300.0000,180.0000,349.8571
45.500000,2984.6279,0.0000,2984.6279,0.9766,2606.3494,1620.0001,3068.7876,13.4766,300.0000,180.0000,349.8571
45.541667,2984.5392,0.0000,2984.5392,0.9765,2606.2284,1620.0001,3068.6849,13.4762,300.0000,180.0000,349.8571
45.583333,2984.5711,0.0000,2984.5711,0.9765,2606.2723,1620.0001,3068.7221,13.4764,300.0000,180.0000,349.8571
45.625000,2984.6537,0.0000,2984.6537,0.9766,2606.3864,1620.0001,3068.8190,13.4768,300.0000,180.0000,349.8571
45.666667,2984.7370,0.0000,2984.7370,0.9766,2606.4987,1620.0001,3068.9144,13.4771,300.0000,180.0000,349.8571
45.708333,2984.7527,0.0000,2984.7527,0.9766,2606.5205,1620.0001,3068.9329,13.4772,300.0000,180.0000,349.8571
45.750000,2984.7027,0.0000,2984.7027,0.9766,2606.4512,1620.0001,3068.8741,13.4770,300.0000,180.0000,349.8571
45.791667,2984.6088,0.0000,2984.6088,0.9766,2606.3236,1620.0001,3068.7657,13.4765,300.0000,180.0000,349.8571
45.833333,2984.5236,0.0000,2984.5236,0.9765,2606.2086,1620.0001,3068.6680,13.4761,300.0000,180.0000,349.8571
45.875000,2984.5045,0.0000,2984.5045,0.9765,2606.1810,1620.0001,3068.6446,13.4760,300.0000,180.0000,349.8571
45.916667,2984.5291,0.0000,2984.5291,0.9765,2606.2172,1620.0001,3068.6753,13.4762,300.0000,180.0000,349.8571
45.958333,2984.6165,0.0000,2984.6165,0.9766,2606.3337,1620.0001,3068.7743,13.4766,300.0000,180.0000,349.8571
46.000000,2984.6928,0.0000,2984.6928,0.9766,2606.4377,1620.0001,3068.8626,13.4769,300.0000,180.0000,349.8571
46.041667,2984.7338,0.0000,2984.7338,0.9766,2606.4934,1620.0001,3068.9099,13.4771,300.0000,180.0000,349.8571
46.083333,2984.7189,0.0000,2984.7189,0.9766,2606.4735,1620.0001,3068.8931,13.4771,300.0000,180.0000,349.8571
46.125000,2984.6579,0.0000,2984.6579,0.9766,2606.3921,1620.0001,3068.8239,13.4768,300.0000,180.0000,349.8571
46.166667,2984.5966,0.0000,2984.5966,0.9766,2606.3072,1620.0001,3068.7518,13.4765,300.0000,180.0000,349.8571
46.208333,2984.5413,0.0000,2984.5413,0.9765,2606.2338,1620.0001,3068.6894,13.4762,300.0000,180.0000,349.8571
46.250000,2984.5354,0.0000,2984.5354,0.9765,2606.2237,1620.0001,3068.6808,13.4762,300.0000,180.0000,349.8571
46.291667,2984.5495,0.0000,2984.5495,0.9765,2606.2428,1620.0001,3068.6970,13.4763,300.0000,180.0000,349.8571
46.333333,2984.5724,0.0000,2984.5724,0.9765,2606.2742,1620.0001,3068.7238,13.4764,300.0000,180.0000,349.8571
46.375000,2984.5930,0.0000,2984.5930,0.9766,2606.3023,1620.0001,3068.7476,13.4765,300.0000,180.0000,349.8571
46.416667,2984.5814,0.0000,2984.5814,0.9766,2606.2881,1620.0001,3068.7356,13.4764,300.0000,180.0000,349.8571
46.458333,2984.5505,0.0000,2984.5505,0.9765,2606.2454,1620.0001,3068.6993,13.4763,300.0000,180.0000,349.8571
46.500000,2984.5058,0.0000,2984.5058,0.9765,2606.1834,1620.0001,3068.6467,13.4760,300.0000,180.0000,349.8571
46.541667,2984.4572,0.0000,2984.4572,0.9765,2606.1171,1620.0001,3068.5903,13.4758,300.0000,180.0000,349.8571
46.583333,2984.4257,0.0000,2984.4257,0.9765,2606.0745,1620.0001,3068.5542,13.4757,300.0000,180.0000,349.8571
46.625000,2984.4080,0.0000,2984.4080,0.9765,2606.0526,1620.0001,3068.5355,13.4756,300.0000,180.0000,349.8571
46.666667,2984.4240,0.0000,2984.4240,0.9765,2606.0728,1620.0001,3068.5527,13.4757,300.0000,180.0000,349.8571
46.708333,2984.4408,0.0000,2984.4408,0.9765,2606.0947,1620.0001,3068.5713,13.4757,300.0000,180.0000,349.8571
46.750000,2984.4450,0.0000,2984.4450,0.9765,2606.1005,1620.0001,3068.5762,13.4758,300.0000,180.0000,349.8571
46.791667,2984.4320,0.0000,2984.4320,0.9765,2606.0829,1620.0001,3068.5613,13.4757,300.0000,180.0000,349.8571
46.833333,2984.3969,0.0000,2984.3969,0.9765,2606.0373,1620.0001,3068.5226,13.4755,300.0000,180.0000,349.8571
46.875000,2984.3733,0.0000,2984.3733,0.9765,2606.0036,1620.0001,3068.4939,13.4754,300.0000,180.0000,349.8571
46.916667,2984.3534,0.0000,2984.3534,0.9765,2605.9759,1620.0001,3068.4704,13.4753,300.0000,180.0000,349.8571
46.958333,2984.3443,0.0000,2984.3443,0.9765,2605.9633,1620.0001,3068.4597,13.4753,300.0000,180.0000,349.8571
47.000000,2984.3399,0.0000,2984.3399,0.9765,2605.9580,1620.0001,3068.4552,13.4753,300.0000,180.0000,349.8571
47.041667,2984.3473,0.0000,2984.3473,0.9765,2605.9677,1620.0001,3068.4635,13.4753,300.0000,180.0000,349.8571
47.083333,2984.3441,0.0000,2984.3441,0.9765,2605.9650,1620.0001,3068.4612,13.4753,300.0000,180.0000,349.8571
47.125000,2984.3473,0.0000,2984.3473,0.9765,2605.9675,1620.0001,3068.4633,13.4753,300.0000,180.0000,349.8571
47.166667,2984.3340,0.0000,2984.3340,0.9765,2605.9492,1620.0001,3068.4477,13.4752,300.0000,180.0000,349.8571
47.208333,2984.3128,0.0000,2984.3128,0.9765,2605.9208,1620.0001,3068.4236,13.4751,300.0000,180.0000,349.8571
47.250000,2984.2979,0.0000,2984.2979,0.9765,2605.9006,1620.0001,3068.4064,13.4751,300.0000,180.0000,349.8571
47.291667,2984.2802,0.0000,2984.2802,0.9764,2605.8779,1620.0001,3068.3872,13.4750,300.0000,180.0000,349.8571
47.333333,2984.2817,0.0000,2984.2817,0.9764,2605.8783,1620.0001,3068.3875,13.4750,300.0000,180.0000,349.8571
47.375000,2984.2800,0.0000,2984.2800,0.9764,2605.8760,1620.0001,3068.3855,13.4750,300.0000,180.0000,349.8571
47.416667,2984.2751,0.0000,2984.2751,0.9764,2605.8697,1620.0001,3068.3802,13.4750,300.0000,180.0000,349.8571
47.458333,2984.2745,0.0000,2984.2745,0.9764,2605.8687,1620.0001,3068.3794,13.4749,300.0000,180.0000,349.8571
47.500000,2984.2607,0.0000,2984.2607,0.9764,2605.8517,1620.0001,3068.3650,13.4749,300.0000,180.0000,349.8571
47.541667,2984.2510,0.0000,2984.2510,0.9764,2605.8380,1620.0001,3068.3533,13.4748,300.0000,180.0000,349.8571
47.583333,2984.2413,0.0000,2984.2413,0.9764,2605.8233,1620.0001,3068.3408,13.4748,300.0000,180.0000,349.8571
47.625000,2984.2272,0.0000,2984.2272,0.9764,2605.8039,1620.0001,3068.3243,13.4747,300.0000,180.0000,349.8571
47.666667,2984.2167,0.0000,2984.2167,0.9764,2605.7899,1620.0001,3068.3125,13.4747,300.0000,180.0000,349.8571
47.708333,2984.2020,0.0000,2984.2020,0.9764,2605.7722,1620.0001,3068.2974,13.4746,300.0000,180.0000,349.8571
47.750000,2984.2066,0.0000,2984.2066,0.9764,2605.7772,1620.0001,3068.3016,13.4746,300.0000,180.0000,349.8571
47.791667,2984.2081,0.0000,2984.2081,0.9764,2605.7781,1620.0001,3068.3024,13.4746,300.0000,180.0000,349.8571
47.833333,2984.2026,0.0000,2984.2026,0.9764,2605.7705,1620.0001,3068.2960,13.4746,300.0000,180.0000,349.8571
47.875000,2984.1925,0.0000,2984.1925,0.9764,2605.7570,1620.0001,3068.2845,13.4746,300.0000,180.0000,349.8571
47.916667,2984.1709,0.0000,2984.1709,0.9764,2605.7301,1620.0001,3068.2616,13.4745,300.0000,180.0000,349.8571
47.958333,2984.1660,0.0000,2984.1660,0.9764,2605.7217,1620.0001,3068.2545,13.4744,300.0000,180.0000,349.8571
48.000000,2984.1599,0.0000,2984.1599,0.9764,2605.7125,1620.0001,3068.2467,13.4744,300.0000,180.0000,349.8571
48.041667,2984.1528,0.0000,2984.1528,0.9764,2605.7028,1620.0001,3068.2385,13.4744,300.0000,180.0000,349.8571
48.083333,2984.1473,0.0000,2984.1473,0.9764,2605.6953,1620.0001,3068.2321,13.4743,300.0000,180.0000,349.8571
48.125000,2984.1335,0.0000,2984.1335,0.9764,2605.6791,1620.0001,3068.2184,13.4743,300.0000,180.0000,349.8571
48.166667,2984.1356,0.0000,2984.1356,0.9764,2605.6807,1620.0001,3068.2197,13.4743,300.0000,180.0000,349.8571
48.208333,2984.1454,0.0000,2984.1454,0.9764,2605.6896,1620.0001,3068.2273,13.4743,300.0000,180.0000,349.8571
48.250000,2984.1244,0.0000,2984.1244,0.9764,2605.6641,1620.0001,3068.2056,13.4742,300.0000,180.0000,349.8571
48.291667,2984.1129,0.0000,2984.1129,0.9764,2605.6484,1620.0001,3068.1923,13.4742,300.0000,180.0000,349.8571
48.333333,2984.0990,0.0000,2984.0990,0.9764,2605.6307,1620.0001,3068.1772,13.4741,300.0000,180.0000,349.8571
48.375000,2984.0961,0.0000,2984.0961,0.9764,2605.6255,1620.0001,3068.1729,13.4741,300.0000,180.0000,349.8571
48.416667,2984.0986,0.0000,2984.0986,0.9764,2605.6273,1620.0001,3068.1743,13.4741,300.0000,180.0000,349.8571
48.458333,2984.0860,0.0000,2984.0860,0.9764,2605.6128,1620.0001,3068.1620,13.4741,300.0000,180.0000,349.8571
48.500000,2984.0834,0.0000,2984.0834,0.9764,2605.6084,1620.0001,3068.1583,13.4740,300.0000,180.0000,349.8571
48.541667,2984.0746,0.0000,2984.0746,0.9764,2605.5964,1620.0001,3068.1481,13.4740,300.0000,180.0000,349.8571
48.583333,2984.0654,0.0000,2984.0654,0.9764,2605.5841,1620.0001,3068.1377,13.4740,300.0000,180.0000,349.8571
48.625000,2984.0628,0.0000,2984.0628,0.9764,2605.5790,1620.0001,3068.1333,13.4739,300.0000,180.0000,349.8571
48.666667,2984.0473,0.0000,2984.0473,0.9764,2605.5601,1620.0001,3068.1173,13.4739,300.0000,180.0000,349.8571
48.708333,2984.0403,0.0000,2984.0403,0.9764,2605.5504,1620.0001,3068.1090,13.4738,300.0000,180.0000,349.8571
48.750000,2984.0361,0.0000,2984.0361,0.9764,2605.5439,1620.0001,3068.1035,13.4738,300.0000,180.0000,349.8571
48.791667,2984.0281,0.0000,2984.0281,0.9764,2605.5332,1620.0001,3068.0945,13.4738,300.0000,180.0000,349.8571
48.833333,2984.0248,0.0000,2984.0248,0.9764,2605.5286,1620.0001,3068.0906,13.4738,300.0000,180.0000,349.8571
48.875000,2984.0176,0.0000,2984.0176,0.9764,2605.5189,1620.0001,3068.0823,13.4737,300.0000,180.0000,349.8571
48.916667,2984.0136,0.0000,2984.0136,0.9764,2605.5132,1620.0001,3068.0774,13.4737,300.0000,180.0000,349.8571
48.958333,2984.0044,0.0000,2984.0044,0.9764,2605.5012,1620.0001,3068.0672,13.4737,300.0000,180.0000,349.8571
49.000000,2983.9989,0.0000,2983.9989,0.9764,2605.4932,1620.0001,3068.0604,13.4736,300.0000,180.0000,349.8571
49.041667,2983.9891,0.0000,2983.9891,0.9763,2605.4802,1620.0001,3068.0494,13.4736,300.0000,180.0000,349.8571
49.083333,2983.9842,0.0000,2983.9842,0.9763,2605.4731,1620.0001,3068.0434,13.4736,300.0000,180.0000,349.8571
49.125000,2983.9758,0.0000,2983.9758,0.9763,2605.4621,1620.0001,3068.0340,13.4735,300.0000,180.0000,349.8571
49.166667,2983.9701,0.0000,2983.9701,0.9763,2605.4544,1620.0001,3068.0276,13.4735,300.0000,180.0000,349.8571
49.208333,2983.9535,0.0000,2983.9535,0.9763,2605.4348,1620.0001,3068.0109,13.4734,300.0000,180.0000,349.8571
49.250000,2983.9636,0.0000,2983.9636,0.9763,2605.4445,1620.0001,3068.0191,13.4735,300.0000,180.0000,349.8571
49.291667,2983.9577,0.0000,2983.9577,0.9763,2605.4371,1620.0001,3068.0128,13.4734,300.0000,180.0000,349.8571
49.333333,2983.9525,0.0000,2983.9525,0.9763,2605.4302,1620.0001,3068.0070,13.4734,300.0000,180.0000,349.8571
49.375000,2983.9437,0.0000,2983.9437,0.9763,2605.4188,1620.0001,3067.9973,13.4734,300.0000,180.0000,349.8571
49.416667,2983.9310,0.0000,2983.9310,0.9763,2605.4024,1620.0001,3067.9833,13.4733,300.0000,180.0000,349.8571
49.458333,2983.9254,0.0000,2983.9254,0.9763,2605.3938,1620.0001,3067.9761,13.4733,300.0000,180.0000,349.8571
49.500000,2983.9216,0.0000,2983.9216,0.9763,2605.3883,1620.0001,3067.9714,13.4733,300.0000,180.0000,349.8571
49.541667,2983.9188,0.0000,2983.9188,0.9763,2605.3841,1620.0001,3067.9678,13.4733,300.0000,180.0000,349.8571
49.583333,2983.9148,0.0000,2983.9148,0.9763,2605.3789,1620.0001,3067.9634,13.4732,300.0000,180.0000,349.8571
49.625000,2983.9094,0.0000,2983.9094,0.9763,2605.3711,1620.0001,3067.9568,13.4732,300.0000,180.0000,349.8571
49.666667,2983.9020,0.0000,2983.9020,0.9763,2605.3614,1620.0001,3067.9485,13.4732,300.0000,180.0000,349.8571
49.708333,2983.8942,0.0000,2983.8942,0.9763,2605.3505,1620.0001,3067.9393,13.4731,300.0000,180.0000,349.8571
49.750000,2983.8863,0.0000,2983.8863,0.9763,2605.3402,1620.0001,3067.9305,13.4731,300.0000,180.0000,349.8571
49.791667,2983.8800,0.0000,2983.8800,0.9763,2605.3312,1620.0001,3067.9229,13.4731,300.0000,180.0000,349.8571
49.833333,2983.8745,0.0000,2983.8745,0.9763,2605.3240,1620.0001,3067.9168,13.4730,300.0000,180.0000,349.8571
49.875000,2983.8699,0.0000,2983.8699,0.9763,2605.3177,1620.0001,3067.9114,13.4730,300.0000,180.0000,349.8571
49.916667,2983.8654,0.0000,2983.8654,0.9763,2605.3114,1620.0001,3067.9061,13.4730,300.0000,180.0000,349.8571
49.958333,2983.8602,0.0000,2983.8602,0.9763,2605.3043,1620.0001,3067.9001,13.4730,300.0000,180.0000,349.8571
50.000000,2983.8541,0.0000,2983.8541,0.9763,2605.2961,1620.0001,3067.8931,13.4730,300.0000,180.0000,349.8571
50.041667,2983.8476,0.0000,2983.8476,0.9763,2605.2872,1620.0001,3067.8855,13.4729,300.0000,180.0000,349.8571
50.083333,2983.8406,0.0000,2983.8406,0.9763,2605.2778,1620.0001,3067.8776,13.4729,300.0000,180.0000,349.8571
50.125000,2983.8343,0.0000,2983.8343,0.9763,2605.2691,1620.0001,3067.8701,13.4729,300.0000,180.0000,349.8571
50.166667,2983.8263,0.0000,2983.8263,0.9763,2605.2584,1620.0001,3067.8610,13.4728,300.0000,180.0000,349.8571
50.208333,2983.8257,0.0000,2983.8257,0.9763,2605.2570,1620.0001,3067.8599,13.4728,300.0000,180.0000,349.8571
50.250000,2983.8192,0.0000,2983.8192,0.9763,2605.2485,1620.0001,3067.8526,13.4728,300.0000,180.0000,349.8571
50.291667,2983.8074,0.0000,2983.8074,0.9763,2605.2341,1620.0001,3067.8405,13.4727,300.0000,180.0000,349.8571
50.333333,2983.8112,0.0000,2983.8112,0.9763,2605.2378,1620.0001,3067.8436,13.4727,300.0000,180.0000,349.8571
50.375000,2983.8060,0.0000,2983.8060,0.9763,2605.2307,1620.0001,3067.8376,13.4727,300.0000,180.0000,349.8571
50.416667,2983.7910,0.0000,2983.7910,0.9763,2605.2126,1620.0001,3067.8222,13.4727,300.0000,180.0000,349.8571
50.458333,2983.7893,0.0000,2983.7893,0.9763,2605.2084,1620.0001,3067.8186,13.4726,300.0000,180.0000,349.8571
50.500000,2983.7706,0.0000,2983.7706,0.9763,2605.1857,1620.0001,3067.7993,13.4726,300.0000,180.0000,349.8571
50.541667,2983.7790,0.0000,2983.7790,0.9763,2605.1939,1620.0001,3067.8063,13.4726,300.0000,180.0000,349.8571
50.583333,2983.7761,0.0000,2983.7761,0.9763,2605.1901,1620.0001,3067.8031,13.4726,300.0000,180.0000,349.8571
50.625000,2983.7729,0.0000,2983.7729,0.9763,2605.1857,1620.0001,3067.7993,13.4726,300.0000,180.0000,349.8571
50.666667,2983.7675,0.0000,2983.7675,0.9763,2605.1785,1620.0001,3067.7932,13.4725,300.0000,180.0000,349.8571
50.708333,2983.7612,0.0000,2983.7612,0.9763,2605.1699,1620.0001,3067.7859,13.4725,300.0000,180.0000,349.8571
50.750000,2983.7540,0.0000,2983.7540,0.9763,2605.1600,1620.0001,3067.7775,13.4725,300.0000,180.0000,349.8571
50.791667,2983.7473,0.0000,2983.7473,0.9763,2605.1510,1620.0001,3067.7699,13.4724,300.0000,180.0000,349.8571
50.833333,2983.7416,0.0000,2983.7416,0.9763,2605.1432,1620.0001,3067.7632,13.4724,300.0000,180.0000,349.8571
50.875000,2983.7370,0.0000,2983.7370,0.9763,2605.1369,1620.0001,3067.7579,13.4724,300.0000,180.0000,349.8571
50.916667,2983.7328,0.0000,2983.7328,0.9763,2605.1313,1620.0001,3067.7532,13.4724,300.0000,180.0000,349.8571
50.958333,2983.7290,0.0000,2983.7290,0.9763,2605.1260,1620.0001,3067.7486,13.4724,300.0000,180.0000,349.8571
51.000000,2983.7240,0.0000,2983.7240,0.9763,2605.1193,1620.0001,3067.7430,13.4723,300.0000,180.0000,349.8571
51.041667,2983.7189,0.0000,2983.7189,0.9763,2605.1123,1620.0001,3067.7370,13.4723,300.0000,180.0000,349.8571
51.083333,2983.7128,0.0000,2983.7128,0.9763,2605.1039,1620.0001,3067.7299,13.4723,300.0000,180.0000,349.8571
51.125000,2983.6985,0.0000,2983.6985,0.9762,2605.0852,1620.0001,3067.7140,13.4722,300.0000,180.0000,349.8571
51.166667,2983.6996,0.0000,2983.6996,0.9762,2605.0863,1620.0001,3067.7150,13.4722,300.0000,180.0000,349.8571
51.208333,2983.6863,0.0000,2983.6863,0.9762,2605.0703,1620.0001,3067.7013,13.4722,300.0000,180.0000,349.8571
51.250000,2983.6908,0.0000,2983.6908,0.9762,2605.0743,1620.0001,3067.7047,13.4722,300.0000,180.0000,349.8571
51.291667,2983.6901,0.0000,2983.6901,0.9762,2605.0730,1620.0001,3067.7036,13.4722,300.0000,180.0000,349.8571
51.333333,2983.6845,0.0000,2983.6845,0.9762,2605.0657,1620.0001,3067.6975,13.4721,300.0000,180.0000,349.8571
51.375000,2983.6782,0.0000,2983.6782,0.9762,2605.0573,1620.0001,3067.6903,13.4721,300.0000,180.0000,349.8571
51.416667,2983.6584,0.0000,2983.6584,0.9762,2605.0335,1620.0001,3067.6701,13.4720,300.0000,180.0000,349.8571
51.458333,2983.6679,0.0000,2983.6679,0.9762,2605.0421,1620.0001,3067.6774,13.4721,300.0000,180.0000,349.8571
